1.880647000000000116e+04,1.880647000000000116e+04,1.924815720000000147e+04,1.883940026666666745e+04,1.950672280000000319e+04
1.869092199999999866e+04,1.869092199999999866e+04,1.917803360000000248e+04,1.883167773333333753e+04,1.950406180000000313e+04
1.846972000000000116e+04,1.846972000000000116e+04,1.909336960000000181e+04,1.882458066666666855e+04,1.949794295000000056e+04
1.821286600000000180e+04,1.821286600000000180e+04,1.901138919999999780e+04,1.881703053333333446e+04,1.949016150000000198e+04
1.784991600000000108e+04,1.784991600000000108e+04,1.889965159999999742e+04,1.880707400000000052e+04,1.948002600000000166e+04
1.771824199999999837e+04,1.771824199999999837e+04,1.881075159999999960e+04,1.880292933333333349e+04,1.947141915000000154e+04
1.752816800000000148e+04,1.752816800000000148e+04,1.870279360000000088e+04,1.879052066666667088e+04,1.945990150000000358e+04
1.740412200000000303e+04,1.740412200000000303e+04,1.860849880000000121e+04,1.877338520000000426e+04,1.944825425000000178e+04
1.725564400000000023e+04,1.725564400000000023e+04,1.849879560000000129e+04,1.875852333333333445e+04,1.943523100000000341e+04
1.722152600000000166e+04,1.722152600000000166e+04,1.840102639999999883e+04,1.875154386666666687e+04,1.942170105000000331e+04
1.696163800000000265e+04,1.696163800000000265e+04,1.828563119999999981e+04,1.873201960000000327e+04,1.940521475000000282e+04
1.671689999999999782e+04,1.671689999999999782e+04,1.816445959999999832e+04,1.871031493333333492e+04,1.938657005000000208e+04
1.667918400000000111e+04,1.667918400000000111e+04,1.807358159999999771e+04,1.871068413333333592e+04,1.937400710000000254e+04
1.671025200000000041e+04,1.671025200000000041e+04,1.800268119999999908e+04,1.870698760000000038e+04,1.936313350000000355e+04
1.664235800000000017e+04,1.664235800000000017e+04,1.792840120000000024e+04,1.869347400000000198e+04,1.934962099999999919e+04
1.679190400000000227e+04,1.679190400000000227e+04,1.785296159999999873e+04,1.868599120000000039e+04,1.933940565000000061e+04
1.699674200000000201e+04,1.699674200000000201e+04,1.776047719999999754e+04,1.867313733333333221e+04,1.932943869999999879e+04
1.710869600000000355e+04,1.710869600000000355e+04,1.770173719999999958e+04,1.866423333333333721e+04,1.932046624999999767e+04
1.725956000000000131e+04,1.725956000000000131e+04,1.765970560000000114e+04,1.865813000000000102e+04,1.931261700000000201e+04
1.746791600000000108e+04,1.746791600000000108e+04,1.761426480000000083e+04,1.865292346666666708e+04,1.930438049999999930e+04
1.747338200000000143e+04,1.747338200000000143e+04,1.755032720000000336e+04,1.863629119999999966e+04,1.929213405000000057e+04
1.747409000000000015e+04,1.747409000000000015e+04,1.748136439999999857e+04,1.862042786666666507e+04,1.927840995000000112e+04
1.733434800000000178e+04,1.733434800000000178e+04,1.739921399999999994e+04,1.860614240000000063e+04,1.926281930000000284e+04
1.716216200000000026e+04,1.716216200000000026e+04,1.732009679999999935e+04,1.859157439999999769e+04,1.924830265000000145e+04
1.682911400000000140e+04,1.682911400000000140e+04,1.720216600000000108e+04,1.856215626666666503e+04,1.922920255000000179e+04
1.653354200000000128e+04,1.653354200000000128e+04,1.709574160000000120e+04,1.852991840000000229e+04,1.920822609999999986e+04
1.611506600000000071e+04,1.611506600000000071e+04,1.696619320000000153e+04,1.848652453333333324e+04,1.918364035000000149e+04
1.595566400000000067e+04,1.595566400000000067e+04,1.689640279999999984e+04,1.845276853333333202e+04,1.916432439999999769e+04
1.576569000000000051e+04,1.576569000000000051e+04,1.683066159999999945e+04,1.842101600000000326e+04,1.914633215000000200e+04
1.571587400000000162e+04,1.571587400000000162e+04,1.677535760000000300e+04,1.838116346666666868e+04,1.912734150000000227e+04
1.581255600000000231e+04,1.581255600000000231e+04,1.671460440000000017e+04,1.834449253333333399e+04,1.910878005000000121e+04
1.601546800000000076e+04,1.601546800000000076e+04,1.666365320000000065e+04,1.830702760000000126e+04,1.908794640000000072e+04
1.603316200000000026e+04,1.603316200000000026e+04,1.662221080000000075e+04,1.826980133333333652e+04,1.906756339999999909e+04
1.603268600000000151e+04,1.603268600000000151e+04,1.658606999999999971e+04,1.823135253333333822e+04,1.904772345000000132e+04
